"","x"
"2499",0
"2500",0
"2501",1
"2502",1
"2503",1
"2504",0
"2505",0
"2506",0
"2507",0
"2508",0
"2509",1
"2510",0
"2511",0
"2512",0
"2513",0
"2514",1
"2515",1
"2516",0
"2517",0
"2518",1
"2519",0
"2520",0
"2521",1
"2522",0
"2523",0
"2524",0
"2525",0
"2526",1
"2527",0
"2528",0
"2529",0
"2530",1
"2531",0
"2532",1
"2533",0
"2534",0
"2535",0
"2536",1
"2537",0
"2538",0
"2539",0
"2540",1
"2541",1
"2542",0
"2543",0
"2544",0
"2545",1
"2546",1
"2547",0
"2548",1
"2549",0
"2550",1
"2551",0
"2552",0
"2553",0
"2554",0
"2555",0
"2556",1
"2557",1
"2558",0
"2559",0
"2560",0
"2561",0
"2562",1
"2563",0
"2564",0
"2565",1
"2566",0
"2567",0
"2568",0
"2569",0
"2570",0
"2571",0
"2572",0
"2573",0
"2574",0
"2575",0
"2576",0
"2577",0
"2578",0
"2579",1
"2580",0
"2581",0
"2582",0
"2583",1
"2584",1
"2585",1
"2586",0
"2587",0
"2588",0
"2589",0
"2590",0
"2591",0
"2592",0
"2593",0
"2594",1
"2595",0
"2596",1
"2597",1
"2598",0
"2599",1
"2600",0
"2601",0
"2602",0
"2603",1
"2604",1
"2605",0
"2606",0
"2607",0
"2608",0
"2609",1
"2610",0
"2611",0
"2612",0
"2613",0
"2614",0
"2615",1
"2616",0
"2617",0
"2618",1
"2619",0
"2620",0
"2621",0
"2622",1
"2623",0
"2624",0
"2625",0
"2626",0
"2627",1
"2628",0
"2629",0
"2630",0
"2631",1
"2632",0
"2633",0
"2634",0
"2635",0
"2636",1
"2637",0
"2638",0
"2639",0
"2640",0
"2641",1
"2642",0
"2643",0
"2644",0
"2645",1
"2646",0
"2647",0
"2648",0
"2649",1
"2650",0
"2651",0
"2652",0
"2653",0
"2654",0
"2655",0
"2656",0
"2657",0
"2658",0
"2659",1
"2660",0
"2661",0
"2662",0
"2663",0
"2664",0
"2665",1
"2666",1
"2667",1
"2668",0
"2669",0
"2670",1
"2671",0
"2672",0
"2673",0
"2674",0
"2675",0
"2676",0
"2677",0
"2678",0
"2679",0
"2680",0
"2681",1
"2682",1
"2683",0
"2684",1
"2685",0
"2686",0
"2687",0
"2688",0
"2689",0
"2690",1
"2691",0
"2692",1
"2693",0
"2694",0
"2695",0
"2696",0
"2697",0
"2698",0
"2699",0
"2700",1
"2701",0
"2702",1
"2703",0
"2704",0
"2705",0
"2706",1
"2707",1
"2708",0
"2709",0
"2710",1
"2711",1
"2712",1
"2713",1
"2714",1
"2715",0
"2716",0
"2717",0
"2718",1
"2719",0
"2720",1
"2721",0
"2722",0
"2723",0
"2724",1
"2725",0
"2726",1
"2727",0
"2728",0
"2729",1
"2730",0
"2731",1
"2732",0
"2733",0
"2734",1
"2735",0
"2736",0
"2737",0
"2738",0
"2739",0
"2740",0
"2741",0
"2742",1
"2743",1
"2744",0
"2745",0
"2746",0
"2747",0
"2748",1
"2749",1
"2750",0
"2751",1
"2752",0
"2753",0
"2754",0
"2755",0
"2756",0
"2757",0
"2758",0
"2759",0
"2760",1
"2761",0
"2762",0
"2763",0
"2764",0
"2765",0
"2766",0
"2767",0
"2768",0
"2769",0
"2770",0
"2771",0
"2772",0
"2773",0
"2774",0
"2775",1
"2776",1
"2777",1
"2778",1
"2779",0
"2780",0
"2781",0
"2782",1
"2783",1
"2784",1
"2785",1
"2786",0
"2787",0
"2788",0
"2789",1
"2790",0
"2791",1
"2792",1
"2793",0
"2794",0
"2795",1
"2796",0
"2797",0
"2798",0
"2799",0
"2800",1
"2801",0
"2802",1
"2803",0
"2804",0
"2805",0
"2806",0
"2807",0
"2808",0
"2809",0
"2810",0
"2811",0
"2812",0
"2813",1
"2814",0
"2815",0
"2816",0
"2817",0
"2818",1
"2819",0
"2820",0
"2821",1
"2822",1
"2823",0
"2824",0
"2825",1
"2826",0
"2827",0
"2828",0
"2829",0
"2830",1
"2831",0
"2832",0
"2833",0
"2834",0
"2835",1
"2836",1
"2837",1
"2838",0
"2839",1
"2840",0
"2841",0
"2842",0
"2843",0
"2844",1
"2845",0
"2846",0
"2847",1
"2848",0
"2849",0
"2850",0
"2851",1
"2852",0
"2853",0
"2854",1
"2855",0
"2856",0
"2857",0
"2858",1
"2859",1
"2860",0
"2861",0
"2862",0
"2863",0
"2864",0
"2865",1
"2866",1
"2867",0
"2868",0
"2869",1
"2870",0
"2871",1
"2872",0
"2873",1
"2874",0
"2875",0
"2876",1
"2877",0
"2878",0
"2879",0
"2880",1
"2881",1
"2882",0
"2883",0
"2884",0
"2885",0
"2886",0
"2887",0
"2888",1
"2889",0
"2890",0
"2891",0
"2892",0
"2893",1
"2894",0
"2895",0
"2896",0
"2897",1
"2898",1
"2899",1
"2900",0
"2901",0
"2902",0
"2903",0
"2904",0
"2905",1
"2906",1
"2907",1
"2908",0
"2909",0
"2910",1
"2911",0
"2912",0
"2913",0
"2914",0
"2915",0
"2916",0
"2917",0
"2918",0
"2919",0
"2920",0
"2921",0
"2922",0
"2923",1
"2924",0
"2925",0
"2926",0
"2927",1
"2928",0
"2929",1
"2930",0
"2931",0
"2932",1
"2933",0
"2934",1
"2935",0
"2936",0
"2937",0
"2938",1
"2939",1
"2940",0
"2941",1
"2942",0
"2943",0
"2944",0
"2945",0
"2946",0
"2947",0
"2948",0
"2949",0
"2950",0
"2951",1
"2952",0
"2953",0
"2954",0
"2955",1
"2956",1
"2957",0
"2958",0
"2959",0
"2960",1
"2961",0
"2962",0
"2963",0
"2964",1
"2965",0
"2966",1
"2967",0
"2968",0
"2969",0
"2970",1
"2971",0
"2972",0
"2973",0
"2974",0
"2975",0
"2976",0
"2977",1
"2978",0
"2979",1
"2980",0
"2981",0
"2982",1
"2983",0
"2984",0
"2985",0
"2986",1
"2987",0
"2988",0
"2989",1
"2990",0
"2991",0
"2992",0
"2993",0
"2994",0
"2995",0
"2996",0
"2997",0
"2998",0
"2999",0
"3000",0
"3001",0
"3002",1
"3003",0
"3004",0
"3005",0
"3006",1
"3007",0
"3008",0
"3009",0
"3010",1
"3011",0
"3012",1
"3013",0
"3014",0
"3015",0
"3016",1
"3017",0
"3018",0
"3019",0
"3020",1
"3021",0
"3022",0
"3023",1
"3024",1
"3025",0
"3026",0
"3027",0
"3028",0
"3029",0
"3030",0
"3031",1
"3032",0
"3033",0
"3034",0
"3035",0
"3036",1
"3037",0
"3038",0
"3039",0
"3040",1
"3041",1
"3042",0
"3043",0
"3044",1
"3045",1
"3046",0
"3047",0
"3048",0
"3049",0
"3050",0
"3051",0
"3052",0
"3053",0
"3054",0
"3055",0
"3056",1
"3057",0
"3058",0
"3059",0
"3060",0
"3061",0
"3062",1
"3063",0
"3064",1
"3065",1
"3066",1
"3067",0
"3068",1
"3069",1
"3070",0
"3071",0
"3072",0
"3073",0
"3074",0
"3075",1
"3076",0
"3077",0
"3078",1
"3079",0
"3080",1
"3081",1
"3082",1
"3083",1
"3084",0
"3085",0
"3086",1
"3087",1
"3088",0
"3089",0
"3090",0
"3091",0
"3092",0
"3093",0
"3094",1
"3095",0
"3096",0
"3097",0
"3098",0
"3099",1
"3100",0
"3101",0
"3102",1
"3103",0
"3104",0
"3105",0
"3106",0
"3107",0
"3108",0
"3109",0
"3110",0
"3111",1
"3112",0
"3113",0
"3114",0
"3115",0
"3116",0
"3117",1
"3118",0
"3119",1
"3120",1
"3121",0
"3122",0
"3123",0
"3124",0
"3125",1
"3126",0
"3127",1
"3128",0
"3129",0
"3130",0
"3131",0
"3132",0
"3133",0
"3134",1
"3135",0
"3136",0
"3137",0
"3138",0
"3139",0
"3140",0
"3141",0
"3142",0
"3143",1
"3144",0
"3145",1
"3146",0
"3147",0
"3148",1
"3149",0
"3150",0
"3151",0
"3152",0
"3153",1
"3154",0
"3155",1
"3156",0
"3157",1
"3158",0
"3159",0
"3160",0
"3161",1
"3162",0
"3163",0
"3164",0
"3165",0
"3166",0
"3167",0
"3168",0
"3169",0
"3170",0
"3171",0
"3172",0
"3173",0
"3174",0
"3175",0
"3176",0
"3177",1
"3178",1
"3179",1
"3180",1
"3181",0
"3182",0
"3183",0
"3184",0
"3185",0
"3186",0
"3187",0
"3188",0
"3189",1
"3190",0
"3191",0
"3192",1
"3193",1
"3194",0
"3195",0
"3196",0
"3197",1
"3198",0
"3199",0
"3200",1
"3201",1
"3202",0
"3203",0
"3204",0
"3205",0
"3206",0
"3207",0
"3208",0
"3209",0
"3210",0
"3211",0
"3212",1
"3213",0
"3214",0
"3215",1
"3216",0
"3217",0
"3218",1
"3219",0
"3220",1
"3221",0
"3222",0
"3223",1
"3224",0
"3225",0
"3226",1
"3227",0
"3228",0
"3229",0
"3230",0
"3231",0
"3232",0
"3233",0
"3234",1
"3235",1
"3236",0
"3237",1
"3238",1
"3239",0
"3240",0
"3241",1
"3242",0
"3243",0
"3244",0
"3245",0
"3246",0
"3247",0
"3248",0
"3249",0
"3250",0
"3251",0
"3252",1
"3253",1
"3254",1
"3255",0
"3256",0
"3257",0
"3258",0
"3259",0
"3260",0
"3261",1
"3262",1
"3263",0
"3264",0
"3265",1
"3266",1
"3267",0
"3268",0
"3269",0
"3270",0
"3271",0
"3272",0
"3273",0
"3274",0
"3275",1
"3276",0
"3277",0
"3278",0
"3279",0
"3280",1
"3281",0
"3282",0
"3283",1
"3284",0
"3285",0
"3286",0
"3287",0
"3288",0
"3289",0
"3290",0
"3291",1
"3292",1
"3293",0
"3294",0
"3295",0
"3296",0
"3297",0
"3298",0
"3299",0
"3300",1
"3301",0
"3302",0
"3303",0
"3304",0
"3305",0
"3306",0
"3307",1
"3308",1
"3309",1
"3310",0
"3311",0
"3312",0
"3313",0
"3314",0
"3315",0
"3316",0
"3317",0
"3318",0
"3319",0
"3320",0
"3321",0
"3322",0
"3323",1
"3324",0
"3325",0
"3326",1
"3327",1
"3328",0
"3329",0
"3330",0
"3331",1
"3332",0
"3333",0
"3334",0
"3335",0
"3336",0
"3337",0
"3338",0
"3339",0
"3340",0
"3341",0
"3342",0
"3343",0
"3344",0
"3345",0
"3346",1
"3347",1
"3348",0
"3349",1
"3350",0
"3351",1
"3352",0
"3353",1
"3354",0
"3355",0
"3356",1
"3357",1
"3358",0
"3359",0
"3360",0
"3361",0
"3362",0
"3363",0
"3364",1
"3365",0
"3366",0
"3367",0
"3368",0
"3369",1
"3370",0
"3371",0
"3372",0
"3373",1
"3374",0
"3375",1
"3376",0
"3377",0
"3378",0
"3379",0
"3380",1
"3381",0
"3382",0
"3383",0
"3384",1
"3385",0
"3386",0
"3387",0
"3388",1
"3389",0
"3390",0
"3391",1
"3392",1
"3393",0
"3394",0
"3395",1
"3396",0
"3397",0
"3398",1
"3399",1
"3400",0
"3401",1
"3402",0
"3403",0
"3404",0
"3405",1
"3406",0
"3407",0
"3408",1
"3409",0
"3410",0
"3411",1
"3412",1
"3413",0
"3414",1
"3415",0
"3416",0
"3417",0
"3418",1
"3419",0
"3420",1
"3421",0
"3422",0
"3423",0
"3424",0
"3425",0
"3426",0
"3427",1
"3428",0
"3429",1
"3430",0
"3431",0
"3432",0
"3433",0
"3434",1
"3435",0
"3436",0
"3437",0
"3438",0
"3439",1
"3440",0
"3441",0
"3442",0
"3443",0
"3444",0
"3445",0
"3446",0
"3447",0
"3448",0
"3449",0
"3450",0
"3451",0
"3452",0
"3453",0
"3454",0
"3455",0
"3456",0
"3457",1
"3458",0
"3459",0
"3460",0
"3461",0
"3462",0
"3463",0
"3464",0
"3465",0
"3466",0
"3467",0
"3468",1
"3469",0
"3470",0
"3471",0
"3472",0
"3473",1
"3474",0
"3475",0
"3476",0
"3477",1
"3478",0
"3479",0
"3480",0
"3481",1
"3482",0
"3483",0
"3484",0
"3485",1
"3486",0
"3487",1
"3488",1
"3489",1
"3490",0
"3491",0
"3492",0
"3493",0
"3494",0
"3495",0
"3496",0
"3497",0
"3498",0
"3499",0
"3500",0
"3501",1
"3502",0
"3503",1
"3504",1
"3505",0
"3506",0
"3507",0
"3508",0
"3509",0
"3510",0
"3511",1
"3512",0
"3513",1
"3514",1
"3515",0
"3516",0
"3517",1
"3518",0
"3519",1
"3520",0
"3521",1
"3522",0
"3523",0
"3524",0
"3525",0
"3526",0
"3527",0
"3528",0
"3529",0
"3530",0
"3531",0
"3532",0
"3533",1
"3534",0
"3535",1
"3536",0
"3537",0
"3538",0
"3539",0
"3540",0
"3541",0
"3542",1
"3543",0
"3544",1
"3545",0
"3546",1
"3547",0
"3548",0
"3549",0
"3550",0
"3551",0
"3552",1
"3553",0
"3554",0
"3555",0
"3556",1
"3557",0
"3558",1
"3559",0
"3560",0
"3561",0
"3562",0
"3563",1
"3564",1
"3565",0
"3566",0
"3567",1
"3568",1
"3569",0
"3570",0
"3571",0
"3572",0
"3573",0
"3574",0
"3575",0
"3576",0
"3577",0
"3578",0
"3579",1
"3580",1
"3581",1
"3582",0
"3583",0
"3584",0
"3585",0
"3586",0
"3587",0
"3588",0
"3589",1
"3590",0
"3591",1
"3592",0
"3593",1
"3594",0
"3595",0
"3596",0
"3597",0
"3598",0
"3599",0
"3600",0
"3601",0
"3602",0
"3603",0
"3604",0
"3605",0
"3606",0
"3607",0
"3608",1
"3609",1
"3610",0
"3611",1
"3612",0
"3613",0
"3614",1
"3615",0
"3616",1
"3617",0
"3618",1
"3619",1
"3620",0
"3621",0
"3622",0
"3623",0
"3624",0
"3625",0
"3626",0
"3627",1
"3628",0
"3629",1
"3630",0
"3631",1
"3632",0
"3633",0
"3634",0
"3635",0
"3636",1
"3637",1
"3638",0
"3639",1
"3640",0
"3641",0
"3642",0
"3643",0
"3644",0
"3645",0
"3646",0
"3647",1
"3648",0
"3649",0
"3650",0
"3651",0
"3652",0
"3653",0
"3654",0
"3655",0
"3656",1
"3657",1
"3658",1
"3659",0
"3660",0
"3661",0
"3662",0
"3663",0
"3664",1
"3665",0
"3666",0
"3667",0
"3668",0
"3669",0
"3670",0
"3671",0
"3672",0
"3673",0
"3674",0
"3675",0
"3676",1
"3677",1
"3678",1
"3679",0
"3680",1
"3681",0
"3682",0
"3683",0
"3684",0
"3685",1
"3686",1
"3687",0
"3688",0
"3689",0
"3690",0
"3691",0
"3692",0
"3693",0
"3694",0
"3695",0
"3696",0
"3697",0
"3698",0
"3699",1
"3700",0
"3701",0
"3702",0
"3703",0
"3704",0
"3705",0
"3706",0
"3707",0
"3708",0
"3709",1
"3710",1
"3711",1
"3712",0
"3713",0
"3714",1
"3715",1
"3716",0
"3717",1
"3718",0
"3719",0
"3720",1
"3721",0
"3722",1
"3723",1
"3724",0
"3725",1
"3726",1
"3727",0
"3728",0
"3729",0
"3730",0
"3731",1
"3732",0
"3733",0
"3734",0
"3735",0
"3736",1
"3737",1
"3738",1
"3739",0
"3740",0
"3741",0
"3742",0
"3743",0
"3744",0
"3745",0
"3746",0
"3747",0
"3748",1
"3749",1
"3750",0
"3751",1
"3752",0
"3753",0
"3754",1
"3755",0
"3756",1
"3757",0
"3758",0
"3759",0
"3760",0
"3761",0
"3762",0
"3763",0
"3764",1
"3765",0
"3766",0
"3767",0
"3768",1
"3769",0
"3770",0
"3771",0
"3772",0
"3773",1
"3774",0
"3775",0
"3776",0
"3777",0
"3778",1
"3779",0
"3780",1
"3781",0
"3782",0
"3783",0
"3784",0
"3785",0
"3786",0
"3787",0
"3788",1
"3789",1
"3790",0
"3791",0
"3792",0
"3793",0
"3794",0
"3795",0
"3796",0
"3797",0
"3798",1
"3799",0
"3800",1
"3801",1
"3802",0
"3803",0
"3804",0
"3805",1
"3806",0
"3807",0
"3808",0
"3809",0
"3810",1
"3811",0
"3812",0
"3813",0
"3814",0
"3815",0
"3816",0
"3817",1
"3818",0
"3819",0
"3820",0
"3821",1
"3822",1
"3823",0
"3824",0
"3825",1
"3826",1
"3827",0
"3828",0
"3829",1
"3830",0
"3831",0
"3832",0
"3833",0
"3834",1
"3835",1
"3836",0
"3837",0
"3838",0
"3839",1
"3840",0
"3841",0
"3842",1
"3843",0
"3844",1
"3845",0
"3846",0
"3847",0
"3848",1
"3849",1
"3850",1
"3851",0
"3852",0
"3853",0
"3854",0
"3855",0
"3856",0
"3857",0
"3858",0
"3859",0
"3860",0
"3861",0
"3862",0
"3863",0
"3864",0
"3865",0
"3866",0
"3867",0
"3868",1
"3869",0
"3870",0
"3871",0
"3872",0
"3873",0
"3874",0
"3875",0
"3876",0
"3877",1
"3878",0
"3879",0
"3880",0
"3881",0
"3882",1
"3883",0
"3884",0
"3885",0
"3886",1
"3887",0
"3888",0
"3889",0
"3890",1
"3891",0
"3892",0
"3893",1
"3894",0
"3895",0
"3896",0
"3897",0
"3898",0
"3899",0
"3900",0
"3901",0
"3902",1
"3903",0
"3904",0
"3905",0
"3906",0
"3907",0
"3908",0
"3909",1
"3910",0
"3911",1
"3912",1
"3913",0
"3914",0
"3915",1
"3916",1
"3917",1
"3918",0
"3919",0
"3920",0
"3921",0
"3922",0
"3923",0
"3924",0
"3925",0
"3926",0
"3927",0
"3928",1
"3929",0
"3930",1
"3931",0
"3932",0
"3933",0
"3934",1
"3935",0
"3936",0
"3937",0
"3938",1
"3939",1
"3940",0
"3941",0
"3942",0
"3943",1
"3944",0
"3945",0
"3946",0
"3947",1
"3948",1
"3949",0
"3950",0
"3951",0
"3952",0
"3953",0
"3954",0
"3955",0
"3956",0
"3957",1
"3958",0
"3959",1
"3960",0
"3961",0
"3962",0
"3963",1
"3964",0
"3965",1
"3966",0
"3967",1
"3968",0
"3969",0
"3970",0
"3971",0
"3972",0
"3973",0
"3974",0
"3975",0
"3976",1
"3977",1
"3978",1
"3979",0
"3980",0
"3981",0
"3982",1
"3983",0
"3984",0
"3985",0
"3986",0
"3987",1
"3988",1
"3989",0
"3990",1
"3991",0
"3992",1
"3993",0
"3994",0
"3995",0
"3996",0
"3997",0
"3998",0
"3999",0
"4000",1
"4001",0
"4002",0
"4003",1
"4004",0
"4005",0
"4006",1
"4007",0
"4008",0
"4009",0
"4010",0
"4011",0
"4012",1
"4013",0
"4014",1
"4015",1
"4016",0
"4017",0
"4018",0
"4019",1
"4020",0
"4021",0
"4022",1
"4023",0
"4024",0
"4025",0
"4026",0
"4027",1
"4028",0
"4029",0
"4030",1
"4031",0
"4032",1
"4033",0
"4034",1
"4035",0
"4036",0
"4037",0
"4038",1
"4039",0
"4040",1
"4041",1
"4042",0
"4043",0
"4044",0
"4045",0
"4046",0
"4047",0
"4048",0
"4049",0
"4050",0
"4051",1
"4052",0
"4053",1
"4054",0
"4055",0
"4056",0
"4057",0
"4058",0
"4059",0
"4060",1
"4061",0
"4062",0
"4063",1
"4064",0
"4065",0
"4066",1
"4067",0
"4068",0
"4069",0
"4070",0
"4071",1
"4072",1
"4073",1
"4074",0
"4075",1
"4076",0
"4077",0
"4078",0
"4079",0
"4080",1
"4081",0
"4082",0
"4083",0
"4084",1
"4085",0
"4086",0
"4087",1
"4088",0
"4089",1
"4090",0
"4091",1
"4092",0
"4093",0
"4094",0
"4095",0
"4096",1
"4097",0
"4098",0
"4099",0
"4100",0
"4101",0
"4102",1
"4103",1
"4104",0
"4105",0
"4106",1
"4107",1
"4108",0
"4109",0
"4110",0
"4111",0
"4112",0
"4113",0
"4114",0
"4115",1
"4116",1
"4117",1
"4118",0
"4119",1
"4120",1
"4121",0
"4122",0
"4123",1
"4124",0
"4125",0
"4126",0
"4127",1
"4128",0
"4129",0
"4130",0
"4131",1
"4132",0
"4133",0
"4134",1
"4135",0
"4136",0
"4137",0
"4138",0
"4139",0
"4140",0
"4141",0
"4142",0
"4143",0
"4144",0
"4145",0
"4146",1
"4147",0
"4148",1
"4149",1
"4150",1
"4151",0
"4152",0
"4153",1
"4154",0
"4155",1
"4156",0
"4157",0
"4158",0
"4159",0
"4160",1
"4161",0
"4162",0
"4163",0
"4164",0
"4165",0
"4166",0
"4167",1
"4168",1
"4169",0
"4170",0
"4171",0
"4172",0
"4173",0
"4174",0
"4175",1
"4176",1
"4177",1
"4178",1
"4179",0
"4180",0
"4181",1
"4182",0
"4183",0
"4184",0
"4185",0
"4186",0
"4187",1
"4188",0
"4189",0
"4190",0
"4191",1
"4192",0
"4193",0
"4194",0
"4195",1
"4196",0
"4197",1
"4198",1
"4199",0
"4200",0
"4201",0
"4202",0
"4203",0
"4204",1
"4205",0
"4206",0
"4207",0
"4208",0
"4209",1
"4210",1
"4211",1
"4212",0
"4213",0
"4214",1
"4215",0
"4216",1
"4217",0
"4218",1
"4219",0
"4220",1
"4221",1
"4222",1
"4223",0
"4224",1
"4225",0
"4226",0
"4227",1
"4228",0
"4229",0
"4230",0
"4231",0
"4232",0
"4233",0
"4234",0
"4235",0
"4236",0
"4237",1
"4238",0
"4239",1
"4240",0
"4241",0
"4242",0
"4243",1
"4244",0
"4245",0
"4246",0
"4247",0
"4248",1
"4249",1
"4250",0
"4251",0
"4252",1
"4253",1
"4254",0
"4255",0
"4256",0
"4257",0
"4258",0
"4259",0
"4260",0
"4261",1
"4262",1
"4263",0
"4264",0
"4265",0
"4266",0
"4267",1
"4268",0
"4269",0
"4270",0
"4271",0
"4272",1
"4273",0
"4274",1
"4275",1
"4276",0
"4277",1
"4278",0
"4279",0
"4280",0
"4281",1
"4282",1
"4283",0
"4284",0
"4285",0
"4286",0
"4287",0
"4288",0
"4289",0
"4290",0
"4291",0
"4292",0
"4293",1
"4294",0
"4295",1
"4296",0
"4297",0
"4298",1
"4299",0
"4300",0
"4301",1
"4302",0
"4303",0
"4304",0
"4305",0
"4306",0
"4307",0
"4308",0
"4309",0
"4310",1
"4311",0
"4312",0
"4313",0
"4314",0
"4315",0
"4316",1
"4317",0
"4318",0
"4319",0
"4320",0
"4321",0
"4322",0
"4323",0
"4324",0
"4325",0
"4326",0
"4327",0
"4328",1
"4329",0
"4330",1
"4331",1
"4332",0
"4333",1
"4334",0
"4335",0
"4336",1
"4337",0
"4338",0
"4339",0
"4340",0
"4341",1
"4342",1
"4343",0
"4344",0
"4345",0
"4346",1
"4347",0
"4348",0
"4349",0
"4350",1
"4351",0
"4352",1
"4353",0
"4354",0
"4355",1
"4356",0
"4357",0
"4358",0
"4359",0
"4360",0
"4361",1
"4362",1
"4363",0
"4364",0
"4365",1
"4366",1
"4367",0
"4368",0
"4369",0
"4370",0
"4371",0
"4372",0
"4373",0
"4374",1
"4375",0
"4376",0
"4377",0
"4378",1
"4379",0
"4380",0
"4381",0
"4382",1
"4383",0
"4384",1
"4385",0
"4386",1
"4387",0
"4388",0
"4389",0
"4390",0
"4391",0
"4392",0
"4393",1
"4394",1
"4395",0
"4396",1
"4397",0
"4398",1
"4399",1
"4400",0
"4401",0
"4402",1
"4403",0
"4404",0
"4405",0
"4406",1
"4407",0
"4408",0
"4409",0
"4410",0
"4411",1
"4412",0
"4413",0
"4414",0
"4415",0
"4416",0
"4417",0
"4418",0
"4419",1
"4420",0
"4421",0
"4422",0
"4423",1
"4424",1
"4425",0
"4426",0
"4427",0
"4428",0
"4429",0
"4430",0
"4431",0
"4432",0
"4433",0
"4434",0
"4435",0
"4436",0
"4437",0
"4438",0
"4439",0
"4440",0
"4441",0
"4442",0
"4443",0
"4444",1
"4445",1
"4446",1
"4447",0
"4448",1
"4449",0
"4450",0
"4451",0
"4452",0
"4453",1
"4454",1
"4455",0
"4456",0
"4457",0
"4458",0
"4459",0
"4460",0
"4461",1
"4462",0
"4463",0
"4464",0
"4465",0
"4466",0
"4467",0
"4468",0
"4469",0
"4470",1
"4471",1
"4472",0
"4473",0
"4474",0
"4475",1
"4476",0
"4477",0
"4478",1
"4479",0
"4480",0
"4481",0
"4482",0
"4483",0
"4484",0
"4485",0
"4486",1
"4487",0
"4488",0
"4489",0
"4490",1
"4491",0
"4492",1
"4493",0
"4494",0
"4495",0
"4496",0
"4497",0
"4498",0
"4499",0
"4500",0
"4501",0
"4502",0
"4503",0
"4504",0
"4505",1
"4506",0
"4507",1
"4508",0
"4509",0
"4510",0
"4511",1
"4512",0
"4513",0
"4514",0
"4515",0
"4516",0
"4517",1
"4518",0
"4519",0
"4520",1
"4521",0
"4522",0
"4523",1
"4524",0
"4525",1
"4526",0
"4527",0
"4528",1
"4529",1
"4530",0
"4531",1
"4532",0
"4533",0
"4534",0
"4535",1
"4536",0
"4537",0
"4538",0
"4539",0
"4540",0
"4541",1
"4542",0
"4543",0
"4544",0
"4545",0
"4546",0
"4547",0
"4548",0
"4549",1
"4550",0
"4551",1
"4552",0
"4553",0
"4554",0
"4555",0
"4556",0
"4557",0
"4558",0
"4559",0
"4560",0
"4561",1
"4562",0
"4563",1
"4564",0
"4565",0
"4566",1
"4567",1
"4568",0
"4569",0
"4570",0
"4571",0
"4572",0
"4573",0
"4574",0
"4575",0
"4576",1
"4577",0
"4578",0
"4579",0
"4580",1
"4581",0
"4582",0
"4583",0
"4584",0
"4585",0
"4586",0
"4587",0
"4588",0
"4589",0
"4590",0
"4591",0
"4592",0
"4593",0
"4594",1
"4595",0
"4596",0
"4597",0
"4598",0
"4599",1
"4600",0
"4601",0
"4602",0
"4603",0
"4604",1
"4605",0
"4606",0
"4607",1
"4608",0
"4609",0
"4610",0
"4611",1
"4612",0
"4613",0
"4614",0
"4615",1
"4616",0
"4617",0
"4618",1
"4619",0
"4620",1
"4621",0
"4622",0
"4623",0
"4624",0
"4625",0
"4626",0
"4627",0
"4628",0
"4629",1
"4630",1
"4631",1
"4632",1
"4633",0
"4634",1
"4635",1
"4636",1
"4637",0
"4638",0
"4639",0
"4640",0
"4641",0
"4642",0
"4643",0
"4644",1
"4645",0
"4646",0
"4647",0
"4648",0
"4649",1
"4650",0
"4651",1
"4652",0
"4653",1
"4654",0
"4655",0
"4656",0
"4657",0
"4658",0
"4659",0
"4660",1
"4661",0
"4662",0
"4663",0
"4664",0
"4665",0
"4666",0
"4667",1
"4668",0
"4669",0
"4670",0
"4671",1
"4672",0
"4673",0
"4674",0
"4675",1
"4676",0
"4677",0
"4678",0
"4679",1
"4680",1
"4681",0
"4682",0
"4683",1
"4684",0
"4685",0
"4686",0
"4687",0
"4688",0
"4689",0
"4690",0
"4691",0
"4692",0
"4693",0
"4694",0
"4695",0
"4696",0
"4697",0
"4698",0
"4699",0
"4700",0
"4701",0
"4702",1
"4703",1
"4704",0
"4705",0
"4706",0
"4707",0
"4708",0
"4709",1
"4710",0
"4711",0
"4712",0
"4713",0
"4714",0
"4715",0
"4716",0
"4717",1
"4718",1
"4719",1
"4720",0
"4721",0
"4722",1
"4723",0
"4724",0
"4725",0
"4726",0
"4727",0
"4728",0
"4729",0
"4730",1
"4731",0
"4732",0
"4733",0
"4734",0
"4735",0
"4736",0
"4737",1
"4738",0
"4739",1
"4740",0
"4741",1
"4742",1
"4743",0
"4744",0
"4745",1
"4746",0
"4747",0
"4748",0
"4749",0
"4750",0
"4751",0
"4752",0
"4753",0
"4754",0
"4755",0
"4756",0
"4757",0
"4758",1
"4759",0
"4760",1
"4761",0
"4762",0
"4763",0
"4764",0
"4765",0
"4766",0
"4767",0
"4768",0
"4769",0
"4770",1
"4771",0
"4772",0
"4773",1
"4774",0
"4775",0
"4776",0
"4777",0
"4778",1
"4779",0
"4780",0
"4781",1
"4782",0
"4783",0
"4784",0
"4785",1
"4786",0
"4787",1
"4788",1
"4789",0
"4790",0
"4791",0
"4792",0
"4793",0
"4794",0
"4795",0
"4796",1
"4797",0
"4798",0
"4799",0
"4800",0
"4801",0
"4802",1
"4803",0
"4804",0
"4805",1
"4806",0
"4807",0
"4808",0
"4809",0
"4810",0
"4811",1
"4812",0
"4813",0
"4814",1
"4815",0
"4816",0
"4817",0
"4818",0
"4819",0
"4820",0
"4821",1
"4822",0
"4823",0
"4824",1
"4825",0
"4826",0
"4827",1
"4828",0
"4829",0
"4830",0
